store_id,region,city,category,subcategory,unit_price,quantity,discount,total_sales,profit,customer_type,payment_method,online_order,stockout_flag,weekday,month,year,hour,price_qty,discount_value,profit_margin
4,2,0,2,1,10.15,1,0.0,10.15,1.9,0,2,0,0,6,10,2024,6,10.15,0.0,0.17040358744394618
49,2,4,2,7,20.71,2,0.1,37.28,6.02,1,2,0,0,5,8,2023,10,41.42,4.142,0.15726227795193312
23,2,6,2,7,47.02,1,0.15,39.97,9.7,0,0,0,0,3,11,2023,10,47.02,7.053,0.23675860385648034
34,2,6,1,0,45.97,2,0.0,91.94,15.92,1,1,1,0,4,4,2024,13,91.94,0.0,0.17129330751022165
18,2,6,1,0,42.48,1,0.2,33.98,1.93,0,3,1,0,5,11,2024,19,42.48,8.496,0.05517438536306461
5,2,6,1,6,70.66,3,0.1,190.78,42.04,0,1,0,0,6,9,2023,11,211.98,21.198,0.21920951089790383
49,2,4,1,0,43.89,1,0.0,43.89,6.44,0,1,1,0,1,7,2023,8,43.89,0.0,0.1434617955001114
47,2,0,2,7,20.7,3,0.0,62.1,10.52,0,2,1,0,6,8,2023,6,62.099999999999994,0.0,0.16671949286846274
70,3,2,3,4,55.85,1,0.1,50.27,10.16,1,2,1,0,4,5,2023,7,55.85,5.585000000000001,0.19816656914374878
12,1,5,1,3,79.89,1,0.2,63.91,6.87,1,1,1,0,1,8,2024,0,79.89,15.978000000000002,0.10583885379756587
58,1,5,1,3,78.05,1,0.1,70.25,6.52,1,0,1,1,0,1,2023,10,78.05,7.805,0.09150877192982455
24,3,2,3,4,15.0,3,0.15,38.25,5.81,1,3,0,0,1,12,2023,2,45.0,6.75,0.14802547770700636
41,2,6,3,2,35.86,4,0.2,114.75,25.9,0,0,1,0,1,7,2024,8,143.44,28.688000000000002,0.22375809935205182
40,2,4,3,2,20.32,1,0.05,19.3,0.98,0,2,0,1,5,7,2024,5,20.32,1.016,0.04827586206896552
56,2,6,2,1,21.08,4,0.05,80.1,11.17,1,2,1,0,0,10,2024,7,84.32,4.216,0.13773119605425402
28,2,6,3,4,33.19,3,0.0,99.57,6.62,0,3,1,0,3,11,2024,20,99.57,0.0,0.06582479864770807
5,2,3,3,4,13.06,1,0.05,12.41,1.77,0,1,0,0,5,12,2023,21,13.06,0.653,0.1319910514541387
0,3,2,1,0,89.86,2,0.0,179.72,30.28,1,3,1,0,2,8,2024,11,179.72,0.0,0.16755201416555998
13,2,3,2,1,21.8,2,0.15,37.06,7.44,1,2,0,1,0,12,2023,2,43.6,6.54,0.19548081975827641
14,1,5,2,1,37.37,3,0.2,89.69,12.2,0,3,1,0,3,11,2023,9,112.10999999999999,22.421999999999997,0.13452420333002535
67,2,0,3,2,54.11,3,0.1,146.1,17.29,1,3,1,1,5,10,2023,16,162.32999999999998,16.233,0.11753908905506458
35,2,6,2,7,45.63,1,0.1,41.07,3.45,0,3,1,1,4,10,2023,19,45.63,4.563000000000001,0.08200618017589732
73,3,2,0,5,3.18,4,0.05,12.08,1.73,1,1,1,1,2,12,2024,22,12.72,0.6360000000000001,0.13226299694189603
51,3,2,2,8,33.9,1,0.0,33.9,5.12,0,2,0,0,2,11,2024,10,33.9,0.0,0.14670487106017194
48,2,6,3,4,42.01,1,0.0,42.01,7.29,1,1,0,0,3,10,2023,22,42.01,0.0,0.169495466170658
26,2,6,0,9,42.84,4,0.1,154.22,15.32,1,2,0,0,2,7,2024,2,171.36,17.136000000000003,0.09869862131168664
6,1,5,2,7,2.73,1,0.0,2.73,0.14,0,1,0,0,0,4,2023,1,2.73,0.0,0.03753351206434317
23,1,5,3,2,11.86,2,0.1,21.35,1.33,0,0,1,0,0,7,2023,11,23.72,2.372,0.059507829977628636
48,3,2,3,2,44.89,1,0.0,44.89,3.61,1,1,1,0,3,7,2024,14,44.89,0.0,0.07866637611680104
76,2,0,3,2,9.76,1,0.05,9.27,2.13,0,3,0,0,5,6,2023,4,9.76,0.488,0.2074001947419669
8,2,3,3,2,19.01,2,0.0,38.02,7.12,1,0,0,1,6,8,2024,23,38.02,0.0,0.1824705279343926
28,3,2,1,0,91.52,4,0.0,366.08,76.33,0,2,1,0,6,10,2023,1,366.08,0.0,0.20793832407104718
30,0,1,3,2,24.04,1,0.05,22.84,2.25,1,1,1,0,0,2,2024,6,24.04,1.202,0.09437919463087248
56,0,1,3,4,10.46,2,0.2,16.74,1.13,0,3,1,0,2,1,2023,16,20.92,4.184,0.0636978579481398
58,2,3,0,5,7.45,1,0.15,6.33,1.48,1,0,0,1,2,7,2024,21,7.45,1.1175,0.20190995907230558
19,0,1,1,6,66.65,1,0.0,66.65,10.93,1,3,0,0,0,11,2023,16,66.65,0.0,0.16156688839615668
71,0,1,0,9,1.66,4,0.0,6.64,0.87,1,2,0,1,6,12,2023,16,6.64,0.0,0.11387434554973823
39,2,4,3,4,20.05,1,0.15,17.04,3.36,1,0,1,0,4,6,2023,6,20.05,3.0075,0.18625277161862527
68,2,6,2,1,31.66,2,0.1,56.99,8.85,0,0,0,0,5,7,2024,9,63.32,6.332000000000001,0.15261251939989653
53,2,3,3,4,50.98,4,0.15,173.33,38.96,0,1,0,0,5,7,2023,7,203.92,30.587999999999997,0.22348419663855904
51,2,0,1,3,73.35,1,0.1,66.02,9.15,1,3,0,0,3,10,2023,15,73.35,7.335,0.13652641002685767
57,2,6,3,2,10.72,3,0.0,32.16,7.89,1,0,0,0,1,12,2024,23,32.160000000000004,0.0,0.23793727382388422
32,1,5,1,0,83.57,1,0.15,71.03,10.51,1,0,0,0,0,5,2023,14,83.57,12.535499999999999,0.1459114257948077
32,2,0,1,0,54.01,3,0.1,145.83,21.06,1,0,1,0,4,6,2023,15,162.03,16.203,0.14343117891439078
76,2,6,1,6,35.29,1,0.1,31.76,5.51,0,3,1,0,6,7,2023,12,35.29,3.529,0.16819291819291815
26,1,5,3,4,21.56,2,0.15,36.65,3.36,1,2,0,0,3,11,2023,10,43.12,6.467999999999999,0.08924302788844622
60,2,6,2,1,53.76,2,0.0,107.52,20.42,0,1,1,0,3,7,2023,7,107.52,0.0,0.18816807961666054
73,3,2,2,7,28.3,1,0.1,25.47,4.84,0,0,0,0,4,7,2023,20,28.3,2.83,0.18284850774461656
0,2,0,2,1,25.25,2,0.0,50.5,6.58,0,0,1,0,1,6,2024,18,50.5,0.0,0.12776699029126215
73,2,3,2,7,57.74,2,0.05,109.71,20.59,1,3,1,0,0,6,2023,13,115.48,5.774000000000001,0.1859813928281095
69,2,4,0,5,3.63,1,0.05,3.45,0.69,0,3,0,0,5,5,2024,9,3.63,0.1815,0.15505617977528088
47,2,6,1,6,34.29,3,0.1,92.58,14.58,1,3,0,0,5,8,2023,14,102.87,10.287,0.15580252190639027
15,1,5,0,5,7.32,3,0.2,17.57,2.77,0,3,1,0,3,1,2023,12,21.96,4.392,0.14916532040926225
19,2,6,0,9,32.45,4,0.0,129.8,12.95,0,2,0,0,3,4,2024,9,129.8,0.0,0.09900611620795105
53,3,2,1,6,63.33,2,0.15,107.66,20.55,1,2,0,0,5,10,2024,23,126.66,18.999,0.1891220320265047
43,2,4,2,8,55.85,2,0.0,111.7,27.7,1,3,0,0,6,8,2023,10,111.7,0.0,0.24578527062999111
44,2,6,2,8,29.87,2,0.15,50.78,7.64,1,1,0,0,3,3,2023,10,59.74,8.961,0.14754731556585554
26,2,4,1,6,51.92,1,0.0,51.92,4.11,1,2,0,0,1,12,2024,7,51.92,0.0,0.07766439909297053
65,1,5,2,7,25.04,4,0.0,100.16,24.39,0,1,1,0,3,5,2023,5,100.16,0.0,0.2411032028469751
65,1,5,1,3,62.35,1,0.1,56.12,5.85,1,2,0,0,4,2,2023,15,62.35,6.235,0.10241596638655462
40,2,4,3,4,8.44,2,0.15,14.35,0.78,1,0,1,0,1,2,2024,6,16.88,2.5319999999999996,0.050814332247557006
31,0,1,2,7,79.21,2,0.0,158.42,39.33,0,1,0,1,0,2,2024,17,158.42,0.0,0.246706812194204
63,2,6,1,3,70.4,2,0.15,119.68,7.34,0,1,1,0,2,6,2024,14,140.8,21.12,0.06082200861783228
45,2,0,2,8,29.2,2,0.2,46.72,4.37,0,3,0,1,2,3,2023,14,58.4,11.68,0.0915758591785415
26,2,0,2,7,37.3,1,0.15,31.7,5.6,1,1,0,0,5,1,2024,0,37.3,5.595,0.17125382262996938
14,2,0,1,3,74.19,1,0.2,59.35,3.09,0,2,0,1,4,9,2024,13,74.19,14.838000000000001,0.051201325600662796
41,1,5,1,0,57.19,2,0.0,114.38,18.35,1,2,0,0,6,11,2023,16,114.38,0.0,0.1590396949211302
37,2,6,1,0,47.38,4,0.0,189.52,44.41,0,0,1,1,1,6,2023,2,189.52,0.0,0.23309888725593111
23,3,2,0,5,36.99,1,0.2,29.59,6.49,1,3,1,0,6,8,2023,20,36.99,7.398000000000001,0.2121608368747957
44,2,4,2,7,32.71,1,0.2,26.17,2.59,1,2,0,0,1,3,2024,11,32.71,6.542000000000001,0.09532572690467427
52,3,2,1,6,43.8,1,0.15,37.23,9.15,1,0,0,0,5,4,2024,0,43.8,6.569999999999999,0.23934083180748106
13,1,5,1,3,88.38,1,0.0,88.38,10.81,0,0,1,0,2,6,2023,16,88.38,0.0,0.1209442828373238
26,2,3,0,9,30.87,1,0.1,27.78,5.39,0,2,0,0,6,5,2024,16,30.87,3.087,0.18728283530229323
2,2,3,0,5,39.6,2,0.1,71.28,17.48,1,3,1,0,2,5,2023,16,79.2,7.920000000000001,0.24183729939125623
31,2,6,1,3,87.84,1,0.0,87.84,19.52,1,2,0,0,0,12,2023,3,87.84,0.0,0.21972084646555604
75,1,5,0,9,25.44,1,0.05,24.17,1.63,1,2,1,0,0,6,2023,9,25.44,1.2720000000000002,0.0647596344854986
34,3,2,3,4,31.34,2,0.0,62.68,4.92,1,0,0,0,2,7,2023,5,62.68,0.0,0.07726130653266332
35,2,3,0,9,41.2,2,0.0,82.4,18.27,0,3,0,0,4,4,2024,15,82.4,0.0,0.21906474820143884
11,1,5,3,4,10.5,1,0.15,8.92,1.09,0,3,1,0,3,7,2024,23,10.5,1.575,0.10987903225806453
43,2,3,2,8,26.08,1,0.0,26.08,4.26,0,1,1,0,4,1,2024,19,26.08,0.0,0.15731166912850814
27,2,4,3,4,27.51,1,0.0,27.51,5.28,0,3,1,1,6,5,2023,18,27.51,0.0,0.18519817607856892
2,2,4,3,4,5.88,1,0.15,5.0,0.46,1,3,0,0,6,7,2024,22,5.88,0.882,0.07666666666666667
16,2,0,0,9,71.35,1,0.0,71.35,9.67,0,1,0,0,3,3,2024,22,71.35,0.0,0.1336558396682792
62,0,1,2,7,3.15,1,0.0,3.15,0.45,0,3,0,0,6,5,2023,23,3.15,0.0,0.10843373493975902
63,3,2,1,0,34.04,3,0.05,97.01,17.01,0,0,1,0,4,12,2024,16,102.12,5.106000000000001,0.17355371900826447
36,0,1,3,2,51.28,1,0.05,48.72,8.98,0,2,1,0,0,12,2024,7,51.28,2.564,0.18061142397425584
17,3,2,0,5,39.27,2,0.05,74.61,16.53,1,0,1,1,4,3,2023,11,78.54,3.9270000000000005,0.21862187541330513
79,1,5,3,4,4.48,2,0.05,8.51,1.79,1,2,1,0,2,11,2023,13,8.96,0.44800000000000006,0.1882229232386961
4,2,0,0,5,37.15,1,0.1,33.44,4.51,1,3,1,0,2,3,2023,14,37.15,3.715,0.13095238095238096
17,2,6,2,1,54.36,4,0.2,173.95,29.61,0,3,0,0,1,3,2024,3,217.44,43.488,0.16924835667333524
64,3,2,2,1,24.39,1,0.0,24.39,3.08,0,3,1,0,1,2,2023,8,24.39,0.0,0.12130760141788105
22,2,4,3,4,76.98,4,0.0,307.92,60.04,0,0,1,1,3,3,2024,18,307.92,0.0,0.1943545254434805
35,2,6,2,7,9.48,2,0.0,18.96,1.84,0,1,0,1,0,12,2023,12,18.96,0.0,0.09218436873747494
27,2,4,2,8,38.88,1,0.15,33.05,2.99,1,0,1,0,0,1,2024,8,38.88,5.832,0.08781204111600589
44,3,2,3,4,48.33,2,0.05,91.83,8.07,1,2,0,0,2,7,2024,9,96.66,4.833,0.08693310352256814
67,0,1,2,1,42.83,4,0.0,171.32,34.51,0,2,0,1,4,1,2023,17,171.32,0.0,0.20026694521819868
26,0,1,3,4,20.91,1,0.15,17.77,3.1,1,2,0,0,1,7,2024,19,20.91,3.1365,0.16515716568993075
34,0,1,2,7,19.19,2,0.05,36.46,3.62,1,0,0,0,0,9,2024,1,38.38,1.9190000000000003,0.09663641217298452
51,2,4,0,9,33.88,2,0.0,67.76,8.93,1,0,0,0,6,5,2023,15,67.76,0.0,0.1298720186154741
15,2,4,2,7,41.32,2,0.05,78.51,4.39,1,1,1,1,6,11,2023,8,82.64,4.132000000000001,0.05521318073198339
19,1,5,2,1,37.05,1,0.2,29.64,6.41,0,2,1,0,3,3,2023,23,37.05,7.41,0.20920365535248042
21,0,1,1,6,80.8,4,0.1,290.88,59.47,0,3,1,0,4,6,2024,4,323.2,32.32,0.2037481156639715
30,2,0,1,0,39.62,2,0.05,75.28,11.37,0,2,1,0,3,9,2024,23,79.24,3.9619999999999997,0.14905610907184058
79,2,6,2,8,20.44,1,0.0,20.44,3.51,0,2,1,1,4,8,2024,11,20.44,0.0,0.16371268656716417
45,2,6,0,5,6.2,2,0.2,9.92,2.04,0,1,0,0,3,9,2023,0,12.4,2.4800000000000004,0.18681318681318682
44,3,2,0,9,17.28,1,0.15,14.69,1.97,0,1,0,0,2,5,2024,2,17.28,2.592,0.12555768005098789
23,2,3,1,0,80.3,3,0.1,216.81,30.1,1,0,1,0,4,4,2023,13,240.89999999999998,24.09,0.13819383866672788
35,3,2,3,4,27.16,2,0.0,54.32,11.29,0,3,1,1,3,9,2024,15,54.32,0.0,0.20408532176428054
52,2,0,3,4,77.14,2,0.05,146.57,12.47,0,2,0,0,1,5,2023,14,154.28,7.714,0.08450227010910077
3,2,0,1,6,63.87,1,0.0,63.87,11.75,0,0,1,0,5,1,2023,6,63.87,0.0,0.18113149375674426
76,2,4,1,0,61.19,2,0.2,97.9,8.85,0,0,1,0,4,8,2024,8,122.38,24.476,0.08948432760364003
78,0,1,0,5,27.12,4,0.1,97.63,17.2,0,1,1,0,4,4,2023,2,108.48,10.848,0.17438913109601542
28,2,3,1,3,47.24,3,0.0,141.72,24.95,0,1,0,0,1,10,2023,0,141.72,0.0,0.1748178251121076
77,2,6,1,6,58.84,1,0.1,52.96,6.34,1,0,1,0,6,6,2024,18,58.84,5.884,0.11749444032616753
4,3,2,0,9,47.56,3,0.05,135.55,32.68,1,1,1,0,0,4,2023,4,142.68,7.134,0.23932625411937017
39,3,2,3,4,27.28,1,0.1,24.55,5.45,1,3,0,1,6,4,2023,14,27.28,2.728,0.21330724070450097
69,3,2,2,1,9.13,2,0.0,18.26,1.64,0,2,0,1,0,2,2024,6,18.26,0.0,0.08515057113187953
77,2,0,3,4,6.5,4,0.2,20.8,2.23,1,0,0,0,0,7,2023,3,26.0,5.2,0.10229357798165137
74,3,2,0,9,16.0,4,0.05,60.8,11.6,0,1,0,0,2,5,2024,12,64.0,3.2,0.18770226537216828
35,0,1,2,1,26.48,2,0.0,52.96,9.64,0,0,0,1,4,3,2024,19,52.96,0.0,0.178650852483321
29,2,4,0,5,48.87,2,0.15,83.08,20.4,0,2,1,0,1,2,2024,14,97.74,14.660999999999998,0.24262607040913414
7,2,3,2,8,1.81,2,0.2,2.9,0.48,1,1,0,0,5,8,2024,3,3.62,0.7240000000000001,0.12307692307692307
36,2,3,2,8,18.6,1,0.15,15.81,2.41,1,2,0,0,6,6,2024,7,18.6,2.79,0.1433670434265318
70,1,5,0,9,27.89,3,0.15,71.12,14.63,0,1,1,0,4,4,2024,11,83.67,12.5505,0.2028563505268996
44,3,2,0,5,11.67,3,0.05,33.26,5.24,1,1,0,0,2,9,2023,20,35.01,1.7505,0.1529480443666083
48,2,3,0,5,8.33,2,0.0,16.66,3.25,0,1,0,0,4,11,2023,16,16.66,0.0,0.18403171007927518
23,2,3,0,9,11.4,3,0.0,34.2,3.01,1,3,1,0,0,1,2024,6,34.2,0.0,0.08551136363636362
20,1,5,3,2,9.08,1,0.1,8.17,0.9,1,1,1,0,1,3,2024,15,9.08,0.908,0.09814612868047982
77,2,6,0,9,28.84,1,0.0,28.84,5.4,1,3,0,1,6,1,2024,6,28.84,0.0,0.18096514745308312
37,2,3,0,9,21.79,2,0.0,43.58,6.15,0,1,0,0,3,12,2024,9,43.58,0.0,0.1379542395693136
60,2,0,2,8,13.89,3,0.2,33.34,6.83,1,2,0,0,5,8,2024,3,41.67,8.334000000000001,0.19889341875364006
50,2,4,0,9,33.56,1,0.1,30.2,4.9,1,2,1,0,1,5,2023,1,33.56,3.3560000000000003,0.15705128205128208
9,2,0,2,8,59.46,1,0.05,56.49,8.58,0,2,1,0,1,4,2024,5,59.46,2.9730000000000003,0.1492433466689859
60,0,1,3,2,57.79,2,0.15,98.24,10.27,0,2,1,0,3,8,2023,23,115.58,17.337,0.10348649738008868
4,2,4,3,4,13.46,1,0.2,10.77,1.69,0,1,1,0,3,4,2023,13,13.46,2.692,0.14358538657604078
6,2,3,3,2,36.54,1,0.2,29.23,5.58,0,3,1,0,1,7,2023,7,36.54,7.308,0.1845848494872643
58,1,5,0,5,21.44,4,0.1,77.18,19.1,1,1,1,0,4,11,2024,13,85.76,8.576,0.24430800716295728
46,2,0,1,3,63.1,2,0.15,107.27,23.5,0,1,1,0,0,10,2023,0,126.2,18.93,0.2170499676734091
67,3,2,3,2,17.03,3,0.0,51.09,11.66,0,3,1,1,2,9,2024,11,51.09,0.0,0.2238433480514494
17,2,0,1,6,62.35,2,0.2,99.76,11.15,0,0,0,0,0,2,2024,2,124.7,24.94,0.11065899166335848
11,2,0,3,2,28.03,4,0.2,89.7,13.84,0,1,0,0,3,3,2024,17,112.12,22.424000000000003,0.1525909592061742
25,2,6,1,0,48.42,2,0.0,96.84,14.73,1,0,0,0,1,11,2023,18,96.84,0.0,0.15055192150449714
74,2,6,2,1,7.07,1,0.0,7.07,1.56,0,1,0,0,0,7,2023,19,7.07,0.0,0.19330855018587362
16,2,0,1,6,51.03,3,0.2,122.47,9.16,0,1,0,1,3,11,2023,23,153.09,30.618000000000002,0.07418806187737913
17,2,3,1,0,64.69,1,0.15,54.99,4.09,0,1,0,0,0,10,2024,12,64.69,9.7035,0.07304875870691194
15,2,6,2,1,36.98,1,0.2,29.58,2.44,0,3,1,0,3,6,2024,5,36.98,7.396,0.07979071288423807
46,3,2,0,9,42.07,2,0.05,79.93,12.12,1,2,0,0,6,10,2024,7,84.14,4.207,0.14975905103175582
33,2,6,1,0,50.12,4,0.05,190.46,19.38,1,1,0,0,4,2,2024,1,200.48,10.024000000000001,0.10122218740206831
18,2,3,2,7,30.68,1,0.15,26.08,5.42,1,1,0,0,0,10,2023,13,30.68,4.601999999999999,0.20014771048744462
18,2,6,2,1,44.25,2,0.05,84.08,14.76,0,1,0,0,0,12,2023,6,88.5,4.425,0.17348377997179126
10,1,5,1,0,83.31,1,0.05,79.14,17.04,1,2,0,0,3,11,2023,16,83.31,4.165500000000001,0.21262790117294733
12,2,6,2,8,23.82,3,0.0,71.46,8.7,1,0,1,0,1,12,2024,10,71.46000000000001,0.0,0.12006624344465912
39,0,1,3,4,20.58,1,0.2,16.46,1.22,1,3,1,0,0,1,2023,17,20.58,4.116,0.06987399770904926
1,0,1,3,4,28.82,2,0.0,57.64,7.19,0,0,0,1,2,9,2023,13,57.64,0.0,0.12261255115961801
22,2,0,1,0,37.01,1,0.0,37.01,2.39,0,1,1,0,5,10,2023,21,37.01,0.0,0.06287818995001317
27,3,2,1,3,56.13,2,0.05,106.65,12.31,0,2,0,0,3,8,2024,10,112.26,5.613,0.11435206688341848
3,2,3,3,2,39.89,1,0.2,31.91,5.68,1,0,0,0,3,11,2023,23,39.89,7.978000000000001,0.17259191735034946
0,2,6,3,2,37.84,1,0.05,35.95,7.76,0,0,0,1,5,3,2023,5,37.84,1.8920000000000003,0.21001353179972934
0,2,0,1,3,54.59,1,0.05,51.86,4.14,0,3,1,0,0,4,2023,3,54.59,2.7295000000000003,0.07832009080590238
62,0,1,3,4,29.35,1,0.05,27.88,6.2,0,3,1,0,2,12,2024,16,29.35,1.4675000000000002,0.2146814404432133
61,2,3,2,7,8.51,2,0.1,15.32,2.34,1,3,0,0,5,4,2024,5,17.02,1.702,0.14338235294117646
57,2,0,0,9,39.07,4,0.0,156.28,13.55,0,3,1,0,2,3,2023,12,156.28,0.0,0.08615208545269583
15,3,2,2,7,23.44,2,0.2,37.5,8.66,1,2,1,1,4,11,2023,9,46.88,9.376000000000001,0.22493506493506493
13,2,0,3,4,19.48,1,0.05,18.51,1.04,0,0,0,0,5,10,2023,12,19.48,0.9740000000000001,0.05330599692465402
61,2,6,2,1,17.77,1,0.2,14.22,3.45,1,0,0,0,1,3,2023,2,17.77,3.5540000000000003,0.22667542706964522
34,2,3,0,5,23.74,2,0.1,42.73,3.46,1,0,0,0,1,11,2023,21,47.48,4.748,0.07912188428996113
12,2,3,3,2,16.04,2,0.1,28.87,4.57,0,1,1,1,3,2,2023,13,32.08,3.208,0.15299631737529293
26,2,6,0,9,38.16,1,0.0,38.16,6.22,0,2,0,0,4,10,2023,3,38.16,0.0,0.15883554647599593
10,1,5,0,9,17.09,1,0.15,14.53,1.04,1,3,1,1,1,4,2024,8,17.09,2.5635,0.06696716033483581
10,1,5,1,3,91.86,2,0.05,174.53,35.98,1,1,0,0,3,3,2024,12,183.72,9.186,0.20497920583376059
41,2,3,2,1,54.3,1,0.0,54.3,5.83,1,2,1,1,5,8,2024,13,54.3,0.0,0.1054249547920434
25,2,4,0,9,7.17,2,0.05,13.62,1.83,1,0,0,0,1,6,2023,12,14.34,0.7170000000000001,0.12517099863201095
51,2,3,1,0,61.39,2,0.15,104.36,7.01,0,2,1,0,1,3,2023,13,122.78,18.416999999999998,0.06653378891419894
56,1,5,0,9,11.99,1,0.05,11.39,0.7,1,3,1,1,2,5,2024,2,11.99,0.5995,0.05649717514124293
26,2,0,3,4,18.47,4,0.2,59.1,12.57,0,3,1,0,1,3,2023,17,73.88,14.776,0.2091514143094842
49,1,5,2,1,65.05,3,0.1,175.63,37.93,0,0,0,0,0,6,2023,12,195.14999999999998,19.515,0.214742682443526
33,2,3,0,5,18.85,1,0.15,16.02,1.22,0,1,1,0,5,10,2024,8,18.85,2.8275,0.07168037602820211
44,2,6,2,7,32.2,1,0.0,32.2,6.19,0,3,0,0,5,7,2024,16,32.2,0.0,0.18644578313253013
78,0,1,1,3,70.83,1,0.05,67.29,15.8,0,0,1,1,6,1,2024,5,70.83,3.5415,0.23136623224483818
23,0,1,2,1,4.99,4,0.0,19.96,4.66,1,2,1,0,0,3,2024,5,19.96,0.0,0.22232824427480916
53,1,5,2,7,7.9,3,0.1,21.33,1.3,1,1,0,0,2,5,2023,15,23.700000000000003,2.3700000000000006,0.058217644424540985
67,3,2,2,7,0.88,1,0.0,0.88,0.17,1,0,0,0,5,8,2023,15,0.88,0.0,0.09042553191489362
77,0,1,2,7,7.28,2,0.05,13.83,2.26,0,0,1,0,0,12,2023,19,14.56,0.7280000000000001,0.1523937963587323
30,2,0,0,9,32.0,2,0.0,64.0,8.19,0,1,1,0,2,6,2024,4,64.0,0.0,0.126
52,0,1,0,5,35.89,4,0.2,114.85,28.08,0,3,1,0,2,12,2023,5,143.56,28.712000000000003,0.2423823910228744
21,2,0,0,5,66.08,1,0.05,62.78,15.43,0,1,1,1,4,8,2024,16,66.08,3.3040000000000003,0.24192536845406082
11,2,0,1,3,62.96,3,0.1,169.99,31.14,1,0,1,0,4,5,2024,6,188.88,18.888,0.1821159132112989
36,2,6,2,1,3.33,2,0.1,5.99,0.35,0,2,0,1,4,10,2024,12,6.66,0.666,0.050071530758226034
15,2,3,0,9,12.14,4,0.05,46.13,5.79,0,2,0,0,1,8,2024,14,48.56,2.4280000000000004,0.12285168682367918
55,2,0,1,0,50.82,4,0.0,203.28,17.12,1,2,0,0,4,3,2024,1,203.28,0.0,0.08380654004307814
10,2,3,3,2,4.65,1,0.0,4.65,0.38,1,2,0,0,0,6,2023,16,4.65,0.0,0.06725663716814159
26,3,2,3,2,42.2,3,0.0,126.6,20.72,0,1,0,0,6,3,2023,5,126.60000000000001,0.0,0.16238244514106584
49,0,1,3,2,41.21,2,0.0,82.42,17.57,1,3,1,0,0,2,2024,3,82.42,0.0,0.21062095420762408
7,0,1,3,4,1.89,1,0.15,1.61,0.25,0,1,1,0,6,3,2023,23,1.89,0.2835,0.09578544061302681
65,2,3,2,7,39.5,4,0.15,134.3,27.8,0,0,0,0,4,1,2024,11,158.0,23.7,0.2054693274205469
16,2,3,3,2,55.54,2,0.2,88.86,11.5,0,1,1,0,5,10,2024,11,111.08,22.216,0.1279768528822613
59,2,6,2,8,63.05,1,0.1,56.74,9.65,1,0,1,0,4,3,2024,17,63.05,6.305,0.16712850710079669
18,2,0,3,4,82.3,1,0.05,78.18,9.37,0,2,0,0,4,10,2023,4,82.3,4.115,0.11833796413235663
34,2,3,0,9,6.96,1,0.1,6.26,1.39,1,2,1,0,0,7,2024,2,6.96,0.6960000000000001,0.19146005509641872
49,0,1,1,6,116.48,4,0.15,396.03,82.5,0,0,1,0,0,5,2023,6,465.92,69.888,0.20779286200035263
41,1,5,0,5,17.92,2,0.05,34.05,2.3,0,1,1,0,2,3,2023,13,35.84,1.7920000000000003,0.06562054208273894
30,0,1,1,3,48.15,3,0.0,144.45,28.51,0,3,0,0,1,6,2023,17,144.45,0.0,0.19601237538673086
78,0,1,1,6,66.54,1,0.1,59.89,7.15,0,2,1,1,3,9,2023,3,66.54,6.654000000000001,0.11742486450977173
35,3,2,0,9,13.36,1,0.1,12.02,2.19,0,2,0,0,5,2,2024,1,13.36,1.336,0.16820276497695852
43,2,3,0,9,32.98,2,0.0,65.96,8.3,1,1,1,0,4,4,2024,10,65.96,0.0,0.1239545997610514
63,0,1,1,3,33.6,4,0.0,134.4,32.44,0,0,0,0,0,5,2023,21,134.4,0.0,0.23958641063515507
60,2,6,3,4,20.22,3,0.05,57.63,6.78,1,1,0,0,1,11,2023,13,60.66,3.033,0.11564045710387173
9,2,3,0,5,50.71,1,0.0,50.71,6.77,0,1,0,0,5,3,2024,14,50.71,0.0,0.13092245213691742
55,2,0,1,6,58.86,3,0.05,167.75,8.65,1,3,0,0,4,11,2023,6,176.57999999999998,8.828999999999999,0.05125925925925926
54,3,2,3,4,27.83,4,0.15,94.62,11.34,1,3,1,0,0,6,2023,0,111.32,16.697999999999997,0.1185944363103953
77,0,1,2,7,34.51,1,0.0,34.51,5.32,0,2,0,0,2,9,2024,12,34.51,0.0,0.1498169529709941
75,3,2,1,0,83.41,4,0.0,333.64,56.38,0,0,1,0,5,6,2023,21,333.64,0.0,0.1684795601243127
71,3,2,3,4,8.1,1,0.0,8.1,0.6,1,3,1,0,1,2,2024,22,8.1,0.0,0.06593406593406594
21,2,3,1,6,71.69,1,0.1,64.52,5.26,0,0,0,0,4,1,2024,15,71.69,7.1690000000000005,0.08028083028083029
79,0,1,1,6,54.64,4,0.15,185.78,33.9,1,2,0,0,5,12,2023,17,218.56,32.784,0.18149694828140056
69,2,3,0,9,28.33,4,0.0,113.32,13.99,0,2,1,0,4,11,2023,17,113.32,0.0,0.12237578726382087
28,3,2,2,1,46.2,3,0.2,110.88,25.06,0,2,1,0,4,3,2024,15,138.60000000000002,27.720000000000006,0.22398998927422237
61,1,5,0,5,1.12,1,0.1,1.01,0.14,1,1,0,0,6,5,2023,10,1.12,0.11200000000000002,0.06965174129353235
11,2,0,3,2,4.75,1,0.1,4.28,0.57,0,2,0,1,0,12,2024,3,4.75,0.47500000000000003,0.10795454545454544
